seq,group,folder,ordinal,member,neutral_file,path,top,ok_broad,review,instrument_steal,status,final_source,shape,raw_consensus,raw_family,seconds,error,verified_with_third_party_enabled,acceptance_status,correction_note
17,4,one_shot_percussive_sounds/4,167,one_shot_percussive_sounds/4/208270.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00167.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,echo_tail_hit,,,0.66,,,PASS,
18,4,one_shot_percussive_sounds/4,168,one_shot_percussive_sounds/4/208271.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00168.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.65,,,PASS,
19,4,one_shot_percussive_sounds/4,169,one_shot_percussive_sounds/4/208272.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00169.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,0.66,,,PASS,
20,4,one_shot_percussive_sounds/4,170,one_shot_percussive_sounds/4/208273.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00170.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,echo_tail_hit,,,0.66,,,PASS,
21,5,one_shot_percussive_sounds/5,166,one_shot_percussive_sounds/5/439865.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00166.wav,Drums/Hi Hats/Closed Hat/One Shots,Drums,True,False,False,strong_consensus,,single_hit,,,0.27,,,PASS,
22,5,one_shot_percussive_sounds/5,167,one_shot_percussive_sounds/5/439866.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00167.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.68,,,PASS,
23,5,one_shot_percussive_sounds/5,168,one_shot_percussive_sounds/5/439867.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00168.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.68,,,PASS,
24,5,one_shot_percussive_sounds/5,169,one_shot_percussive_sounds/5/439868.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00169.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,echo_tail_hit,,,0.64,,,PASS,
25,5,one_shot_percussive_sounds/5,170,one_shot_percussive_sounds/5/439869.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00170.wav,Drums/Rims and Sticks/Sidestick/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.69,,,PASS,
1,1,one_shot_percussive_sounds/1,171,one_shot_percussive_sounds/1/16268.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00171.wav,_TO_REVIEW/Broken Or Tiny,_TO_REVIEW,False,True,False,broken_or_tiny_review,,broken_or_tiny,,,0.69,,True,PASS_BROKEN_OR_TINY_REVIEW,rerun individually with third-party enabled; sorter returned Broken Or Tiny review
2,1,one_shot_percussive_sounds/1,172,one_shot_percussive_sounds/1/16269.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00172.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,texture_bed,,,0.71,,,PASS,
3,1,one_shot_percussive_sounds/1,173,one_shot_percussive_sounds/1/16287.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00173.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,bass_phrase,,,0.36,,,PASS,
4,1,one_shot_percussive_sounds/1,174,one_shot_percussive_sounds/1/16288.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00174.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,bass_phrase,,,0.35,,,PASS,
5,1,one_shot_percussive_sounds/1,175,one_shot_percussive_sounds/1/16289.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00175.wav,Drums/World Percussion/Indian Percussion/Tabla/One Shots,Drums,True,False,False,percussive_one_shot_parent_firewall,,bass_phrase,,,0.41,,,PASS,
6,2,one_shot_percussive_sounds/2,171,one_shot_percussive_sounds/2/106197.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00171.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.75,,,PASS,
7,2,one_shot_percussive_sounds/2,172,one_shot_percussive_sounds/2/106290.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00172.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.73,,,PASS,
8,2,one_shot_percussive_sounds/2,173,one_shot_percussive_sounds/2/106317.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00173.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.72,,,PASS,
9,2,one_shot_percussive_sounds/2,174,one_shot_percussive_sounds/2/106318.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00174.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.73,,,PASS,
10,2,one_shot_percussive_sounds/2,175,one_shot_percussive_sounds/2/106319.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00175.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.71,,,PASS,
11,3,one_shot_percussive_sounds/3,171,one_shot_percussive_sounds/3/143751.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00171.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.71,,,PASS,
12,3,one_shot_percussive_sounds/3,172,one_shot_percussive_sounds/3/143752.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00172.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.7,,,PASS,
13,3,one_shot_percussive_sounds/3,173,one_shot_percussive_sounds/3/143753.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00173.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.74,,,PASS,
14,3,one_shot_percussive_sounds/3,174,one_shot_percussive_sounds/3/143754.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00174.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.71,,,PASS,
15,3,one_shot_percussive_sounds/3,175,one_shot_percussive_sounds/3/143755.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00175.wav,Drums/Claps Snaps Slaps/Generic Clap/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.72,,,PASS,
16,4,one_shot_percussive_sounds/4,171,one_shot_percussive_sounds/4/208274.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00171.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.7,,,PASS,
17,4,one_shot_percussive_sounds/4,172,one_shot_percussive_sounds/4/208275.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00172.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,pitched_repetition_phrase,,,0.77,,,PASS,
18,4,one_shot_percussive_sounds/4,173,one_shot_percussive_sounds/4/208276.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00173.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,strong_consensus,,hit_with_tail,,,0.72,,,PASS,
19,4,one_shot_percussive_sounds/4,174,one_shot_percussive_sounds/4/208277.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00174.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,0.72,,,PASS,
20,4,one_shot_percussive_sounds/4,175,one_shot_percussive_sounds/4/208278.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00175.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.72,,,PASS,
21,5,one_shot_percussive_sounds/5,171,one_shot_percussive_sounds/5/439870.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00171.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,0.7,,,PASS,
22,5,one_shot_percussive_sounds/5,172,one_shot_percussive_sounds/5/439871.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00172.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.67,,,PASS,
23,5,one_shot_percussive_sounds/5,173,one_shot_percussive_sounds/5/439872.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00173.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.69,,,PASS,
24,5,one_shot_percussive_sounds/5,174,one_shot_percussive_sounds/5/439873.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00174.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.7,,,PASS,
25,5,one_shot_percussive_sounds/5,175,one_shot_percussive_sounds/5/439874.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00175.wav,Drums/Rims and Sticks/Sidestick/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,echo_tail_hit,,,0.66,,,PASS,
1,1,one_shot_percussive_sounds/1,176,one_shot_percussive_sounds/1/16290.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00176.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,0.74,,,PASS,
2,1,one_shot_percussive_sounds/1,177,one_shot_percussive_sounds/1/16291.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00177.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,bass_phrase,,,0.37,,,PASS,
3,1,one_shot_percussive_sounds/1,178,one_shot_percussive_sounds/1/16292.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00178.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.69,,,PASS,
4,1,one_shot_percussive_sounds/1,179,one_shot_percussive_sounds/1/16293.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00179.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.69,,,PASS,
5,1,one_shot_percussive_sounds/1,180,one_shot_percussive_sounds/1/16294.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00180.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.74,,,PASS,
6,2,one_shot_percussive_sounds/2,176,one_shot_percussive_sounds/2/106320.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00176.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,0.72,,,PASS,
7,2,one_shot_percussive_sounds/2,177,one_shot_percussive_sounds/2/106321.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00177.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,0.7,,,PASS,
8,2,one_shot_percussive_sounds/2,178,one_shot_percussive_sounds/2/106322.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00178.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.7,,,PASS,
9,2,one_shot_percussive_sounds/2,179,one_shot_percussive_sounds/2/106323.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00179.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.7,,,PASS,
10,2,one_shot_percussive_sounds/2,180,one_shot_percussive_sounds/2/106324.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00180.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.7,,,PASS,
11,3,one_shot_percussive_sounds/3,176,one_shot_percussive_sounds/3/143756.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00176.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.71,,,PASS,
12,3,one_shot_percussive_sounds/3,177,one_shot_percussive_sounds/3/143757.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00177.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.7,,,PASS,
13,3,one_shot_percussive_sounds/3,178,one_shot_percussive_sounds/3/143758.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00178.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.73,,,PASS,
14,3,one_shot_percussive_sounds/3,179,one_shot_percussive_sounds/3/143759.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00179.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.71,,,PASS,
15,3,one_shot_percussive_sounds/3,180,one_shot_percussive_sounds/3/143760.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00180.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,hit_with_tail,,,0.69,,,PASS,
16,4,one_shot_percussive_sounds/4,176,one_shot_percussive_sounds/4/208279.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00176.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,hit_with_tail,,,0.8,,,PASS,
17,4,one_shot_percussive_sounds/4,177,one_shot_percussive_sounds/4/208280.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00177.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,single_hit,,,0.72,,,PASS,
18,4,one_shot_percussive_sounds/4,178,one_shot_percussive_sounds/4/208281.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00178.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.65,,,PASS,
19,4,one_shot_percussive_sounds/4,179,one_shot_percussive_sounds/4/208282.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00179.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,hit_with_tail,,,0.31,,,PASS,
20,4,one_shot_percussive_sounds/4,180,one_shot_percussive_sounds/4/208283.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00180.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,strong_consensus,,hit_with_tail,,,0.68,,,PASS,
21,5,one_shot_percussive_sounds/5,176,one_shot_percussive_sounds/5/439875.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00176.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.72,,,PASS,
22,5,one_shot_percussive_sounds/5,177,one_shot_percussive_sounds/5/439876.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00177.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.68,,,PASS,
23,5,one_shot_percussive_sounds/5,178,one_shot_percussive_sounds/5/439878.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00178.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.66,,,PASS,
24,5,one_shot_percussive_sounds/5,179,one_shot_percussive_sounds/5/439879.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00179.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.72,,,PASS,
25,5,one_shot_percussive_sounds/5,180,one_shot_percussive_sounds/5/439880.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00180.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.73,,,PASS,
1,1,one_shot_percussive_sounds/1,181,one_shot_percussive_sounds/1/16295.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00181.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.72,,,PASS,
2,1,one_shot_percussive_sounds/1,182,one_shot_percussive_sounds/1/16296.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00182.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.68,,,PASS,
3,1,one_shot_percussive_sounds/1,183,one_shot_percussive_sounds/1/16297.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00183.wav,Drums/Percussion/Guiros Scrapes and Rasps/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,texture_bed,,,0.29,,,PASS,
4,1,one_shot_percussive_sounds/1,184,one_shot_percussive_sounds/1/16298.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00184.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.74,,,PASS,
5,1,one_shot_percussive_sounds/1,185,one_shot_percussive_sounds/1/16299.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00185.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.72,,,PASS,
6,2,one_shot_percussive_sounds/2,181,one_shot_percussive_sounds/2/106325.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00181.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.72,,,PASS,
7,2,one_shot_percussive_sounds/2,182,one_shot_percussive_sounds/2/106326.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00182.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,0.73,,,PASS,
8,2,one_shot_percussive_sounds/2,183,one_shot_percussive_sounds/2/106327.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00183.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.7,,,PASS,
9,2,one_shot_percussive_sounds/2,184,one_shot_percussive_sounds/2/106328.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00184.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.72,,,PASS,
10,2,one_shot_percussive_sounds/2,185,one_shot_percussive_sounds/2/106329.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00185.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.7,,,PASS,
11,3,one_shot_percussive_sounds/3,181,one_shot_percussive_sounds/3/143763.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00181.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.73,,,PASS,
12,3,one_shot_percussive_sounds/3,182,one_shot_percussive_sounds/3/143764.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00182.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.76,,,PASS,
13,3,one_shot_percussive_sounds/3,183,one_shot_percussive_sounds/3/143767.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00183.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.75,,,PASS,
14,3,one_shot_percussive_sounds/3,184,one_shot_percussive_sounds/3/143768.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00184.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.72,,,PASS,
15,3,one_shot_percussive_sounds/3,185,one_shot_percussive_sounds/3/143769.wav,/mnt/data/perc_system_run/neutral_extract/g03/neutral_g03_00185.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.76,,,PASS,
16,4,one_shot_percussive_sounds/4,181,one_shot_percussive_sounds/4/208284.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00181.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,strong_consensus,,single_hit,,,0.69,,,PASS,
17,4,one_shot_percussive_sounds/4,182,one_shot_percussive_sounds/4/208285.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00182.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,echo_tail_hit,,,0.67,,,PASS,
18,4,one_shot_percussive_sounds/4,183,one_shot_percussive_sounds/4/208286.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00183.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,pitched_repetition_phrase,,,0.75,,,PASS,
19,4,one_shot_percussive_sounds/4,184,one_shot_percussive_sounds/4/208287.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00184.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.69,,,PASS,
20,4,one_shot_percussive_sounds/4,185,one_shot_percussive_sounds/4/208288.wav,/mnt/data/perc_system_run/neutral_extract/g04/neutral_g04_00185.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,pitched_repetition_phrase,,,0.74,,,PASS,
21,5,one_shot_percussive_sounds/5,181,one_shot_percussive_sounds/5/439881.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00181.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.68,,,PASS,
22,5,one_shot_percussive_sounds/5,182,one_shot_percussive_sounds/5/439882.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00182.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,0.67,,,PASS,
23,5,one_shot_percussive_sounds/5,183,one_shot_percussive_sounds/5/439883.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00183.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,0.7,,,PASS,
24,5,one_shot_percussive_sounds/5,184,one_shot_percussive_sounds/5/439884.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00184.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,0.67,,,PASS,
25,5,one_shot_percussive_sounds/5,185,one_shot_percussive_sounds/5/439885.wav,/mnt/data/perc_system_run/neutral_extract/g05/neutral_g05_00185.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,echo_tail_hit,,,0.69,,,PASS,
1,1,one_shot_percussive_sounds/1,186,one_shot_percussive_sounds/1/16301.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00186.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,solo_phrase,,,0.74,,,PASS,
2,1,one_shot_percussive_sounds/1,187,one_shot_percussive_sounds/1/16302.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00187.wav,_TO_REVIEW/Broken Or Tiny,_TO_REVIEW,False,True,False,broken_or_tiny_review,,broken_or_tiny,,,0.78,,True,PASS_BROKEN_OR_TINY_REVIEW,rerun individually with third-party enabled; sorter returned Broken Or Tiny review
3,1,one_shot_percussive_sounds/1,188,one_shot_percussive_sounds/1/16303.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00188.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,percussive_one_shot_parent_firewall,,bass_phrase,,,0.74,,,PASS,
4,1,one_shot_percussive_sounds/1,189,one_shot_percussive_sounds/1/16305.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00189.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,solo_phrase,,,0.75,,,PASS,
5,1,one_shot_percussive_sounds/1,190,one_shot_percussive_sounds/1/16306.wav,/mnt/data/perc_system_run/neutral_extract/g01/neutral_g01_00190.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,solo_phrase,,,0.74,,,PASS,
6,2,one_shot_percussive_sounds/2,186,one_shot_percussive_sounds/2/106330.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00186.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.69,,,PASS,
7,2,one_shot_percussive_sounds/2,187,one_shot_percussive_sounds/2/106331.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00187.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.7,,,PASS,
8,2,one_shot_percussive_sounds/2,188,one_shot_percussive_sounds/2/106332.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00188.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.68,,,PASS,
9,2,one_shot_percussive_sounds/2,189,one_shot_percussive_sounds/2/106333.wav,/mnt/data/perc_system_run/neutral_extract/g02/neutral_g02_00189.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,0.72,,,PASS,
